"file","ssim","ms_ssim","psnr","vif_p","vsi","fsim","gmsd","ms_gmsd","haarpsi","mdsi","mad"
"2010_005055_PGD_(0.05, 0.0025, 20).png","0.9453","0.9704","31.1210","0.5418","0.9950","0.9856","0.0234","0.0281","0.9270","0.2341","36.5358"
"2010_005055_PGD_(0.05, 0.005, 10).png","0.9394","0.9676","30.9734","0.5329","0.9941","0.9837","0.0284","0.0325","0.9200","0.2458","38.8294"
"2010_005055_PGD_(0.1, 0.005, 20).png","0.8364","0.9122","25.2996","0.3485","0.9822","0.9547","0.0670","0.0724","0.7965","0.3202","61.8118"
"2010_005055_PGD_(0.1, 0.01, 10).png","0.8212","0.9039","25.1180","0.3377","0.9798","0.9494","0.0778","0.0813","0.7722","0.3344","64.9724"
"2010_005055_PGD_(0.2, 0.01, 20).png","0.6233","0.7842","19.5056","0.1898","0.9437","0.8780","0.1529","0.1486","0.5873","0.4272","94.1230"
"2010_005055_PGD_(0.2, 0.02, 10).png","0.5966","0.7654","19.3057","0.1803","0.9350","0.8638","0.1675","0.1614","0.5536","0.4428","97.9161"
"2010_005055_PGD_(0.3, 0.015, 20).png","0.4750","0.6754","16.2012","0.1224","0.9010","0.8044","0.2102","0.1987","0.4535","0.4959","112.8346"
"2010_005055_PGD_(0.3, 0.03, 10).png","0.4464","0.6501","16.0065","0.1129","0.8890","0.7848","0.2268","0.2130","0.4237","0.5140","117.2741"
"2010_005082_PGD_(0.05, 0.0025, 20).png","0.9033","0.9481","30.6242","0.4390","0.9944","0.9830","0.0279","0.0329","0.9171","0.2450","35.8155"
"2010_005082_PGD_(0.05, 0.005, 10).png","0.8956","0.9443","30.5250","0.4296","0.9937","0.9807","0.0322","0.0369","0.9076","0.2534","38.1371"
"2010_005082_PGD_(0.1, 0.005, 20).png","0.7289","0.8529","24.7094","0.2496","0.9806","0.9471","0.0812","0.0857","0.7771","0.3393","60.1422"
"2010_005082_PGD_(0.1, 0.01, 10).png","0.7125","0.8422","24.6147","0.2418","0.9781","0.9399","0.0913","0.0940","0.7582","0.3512","61.5789"
"2010_005082_PGD_(0.2, 0.01, 20).png","0.4596","0.6742","18.8394","0.1204","0.9387","0.8537","0.1735","0.1683","0.5655","0.4543","89.1164"
"2010_005082_PGD_(0.2, 0.02, 10).png","0.4364","0.6543","18.7015","0.1116","0.9323","0.8404","0.1860","0.1786","0.5435","0.4682","92.7636"
"2010_005082_PGD_(0.3, 0.015, 20).png","0.3025","0.5394","15.5109","0.0706","0.8937","0.7670","0.2282","0.2159","0.4441","0.5296","109.7594"
"2010_005082_PGD_(0.3, 0.03, 10).png","0.2882","0.5214","15.4159","0.0672","0.8861","0.7476","0.2374","0.2248","0.4226","0.5442","111.4748"
"2010_005483_PGD_(0.05, 0.0025, 20).png","0.8819","0.9536","30.6688","0.4962","0.9924","0.9795","0.0344","0.0408","0.9168","0.2595","36.4878"
"2010_005483_PGD_(0.05, 0.005, 10).png","0.8744","0.9508","30.5865","0.4893","0.9917","0.9765","0.0392","0.0452","0.9088","0.2687","38.2423"
"2010_005483_PGD_(0.1, 0.005, 20).png","0.7339","0.8778","25.1049","0.3151","0.9735","0.9362","0.0949","0.0990","0.7783","0.3570","62.8880"
"2010_005483_PGD_(0.1, 0.01, 10).png","0.7204","0.8703","24.9970","0.3071","0.9699","0.9308","0.1044","0.1067","0.7662","0.3679","64.3442"
"2010_005483_PGD_(0.2, 0.01, 20).png","0.5304","0.7470","19.6896","0.1737","0.9245","0.8515","0.1853","0.1771","0.5868","0.4594","89.2206"
"2010_005483_PGD_(0.2, 0.02, 10).png","0.5142","0.7321","19.5551","0.1671","0.9161","0.8368","0.1979","0.1879","0.5596","0.4718","92.2867"
"2010_005483_PGD_(0.3, 0.015, 20).png","0.4048","0.6438","16.5843","0.1138","0.8755","0.7753","0.2419","0.2256","0.4658","0.5221","106.9700"
"2010_005483_PGD_(0.3, 0.03, 10).png","0.3862","0.6251","16.4288","0.1070","0.8644","0.7614","0.2503","0.2331","0.4457","0.5326","109.5376"
"2010_005592_PGD_(0.05, 0.0025, 20).png","0.9245","0.9603","30.5907","0.5044","0.9941","0.9805","0.0238","0.0300","0.9206","0.2358","23.3077"
"2010_005592_PGD_(0.05, 0.005, 10).png","0.9201","0.9584","30.5310","0.4986","0.9936","0.9782","0.0268","0.0327","0.9143","0.2424","24.7041"
"2010_005592_PGD_(0.1, 0.005, 20).png","0.7817","0.8862","24.7310","0.3110","0.9800","0.9386","0.0678","0.0754","0.7920","0.3194","50.0997"
