"file","ssim","ms_ssim","psnr","vif_p","vsi","fsim","gmsd","ms_gmsd","haarpsi","mdsi","mad"
"2008_001880_GAP_(u, t, 20).png","0.5030","0.7072","24.3729","0.1480","0.9379","0.8143","0.1914","0.1908","0.5046","0.4611","117.5402"
"2008_001880_GAP_(u, t, 30).png","0.3787","0.6305","21.2971","0.1043","0.9243","0.7601","0.2203","0.2187","0.4133","0.4954","130.5925"
"2008_001880_GAP_(u, t, 5).png","0.9242","0.9736","36.7295","0.5940","0.9964","0.9846","0.0229","0.0241","0.9360","0.2297","37.2397"
"2008_001896_GAP_(i, u, 10).png","0.6002","0.9079","29.5138","0.3163","0.9993","0.9959","0.0140","0.0651","0.7590","0.1682","50.6944"
"2008_001896_GAP_(i, u, 20).png","0.3288","0.7853","23.6740","0.1950","0.9974","0.9884","0.0311","0.0895","0.6269","0.2444","71.9857"
"2008_001896_GAP_(i, u, 30).png","0.2402","0.7642","20.2249","0.1700","0.9757","0.9703","0.0224","0.0825","0.5952","0.3854","73.0158"
"2008_001896_GAP_(i, u, 5).png","0.8260","0.9787","35.0727","0.4586","0.9999","0.9998","0.0009","0.0106","0.9974","0.0853","2.0486"
"2008_001896_GAP_(u, t, 10).png","0.7406","0.9042","31.1287","0.3466","0.9841","0.9279","0.0851","0.0853","0.7814","0.3429","64.7088"
"2008_001896_GAP_(u, t, 20).png","0.4561","0.7295","24.4648","0.1565","0.9316","0.7821","0.2062","0.2023","0.5054","0.4794","104.8290"
"2008_001896_GAP_(u, t, 30).png","0.3349","0.6613","21.4622","0.1169","0.9189","0.7277","0.2362","0.2315","0.4221","0.5184","117.3119"
"2008_001896_GAP_(u, t, 5).png","0.9112","0.9740","36.7541","0.5893","0.9960","0.9809","0.0264","0.0277","0.9344","0.2388","33.1084"
"2008_001919_GAP_(i, u, 10).png","0.6832","0.9345","29.7363","0.3591","0.9993","0.9965","0.0132","0.0626","0.7764","0.1677","43.4765"
"2008_001919_GAP_(i, u, 20).png","0.4116","0.8441","23.9076","0.2235","0.9977","0.9894","0.0259","0.0890","0.6550","0.2433","65.2149"
"2008_001919_GAP_(i, u, 30).png","0.3140","0.8116","20.3227","0.2021","0.9787","0.9716","0.0192","0.0825","0.5796","0.3819","72.3782"
"2008_001919_GAP_(i, u, 5).png","0.8649","0.9845","35.1292","0.5148","1.0000","0.9998","0.0006","0.0100","0.9978","0.0772","5.2950"
