file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
2010_002614_OnePixel_(50, 40).png,0.9962036,0.998769,45.05078,0.97872365,0.99977046,0.9994694,0.012256058,0.011951133,0.9979408,0.124809995
2010_002704_OnePixel_(10, 40).png,0.9991361,0.9996799,51.490093,0.993201,0.9999345,0.9998874,0.008881836,0.0079223355,0.9994022,0.10191111
2010_002704_OnePixel_(100, 50).png,0.99332494,0.9976734,42.33686,0.95703256,0.9995692,0.99896276,0.019348307,0.01774113,0.9951707,0.15536371
2010_002704_OnePixel_(50, 40).png,0.9956665,0.9983699,44.522247,0.9756234,0.9996327,0.99938977,0.01800951,0.01604517,0.997154,0.14425291
2010_002729_OnePixel_(10, 40).png,0.9991962,0.99976265,53.865875,0.99598646,0.9998885,0.9997775,0.005199567,0.0051780446,0.9995968,0.08528496
2010_002729_OnePixel_(100, 50).png,0.9937675,0.998264,44.164787,0.9691973,0.99968886,0.99908835,0.010856147,0.01133018,0.99655044,0.12985094
2010_002729_OnePixel_(50, 40).png,0.99742025,0.9993787,48.100952,0.9827707,0.99978733,0.9994453,0.007548249,0.008191455,0.9980958,0.10802377
2010_002740_OnePixel_(10, 40).png,0.9988894,0.9995514,51.85337,0.9921268,0.9999329,0.99972093,0.007257251,0.006821718,0.9994529,0.09710859
2010_002740_OnePixel_(100, 50).png,0.9918809,0.9972124,42.99292,0.9427719,0.9996623,0.99854636,0.015663842,0.01557555,0.996247,0.14809744
2010_002740_OnePixel_(50, 40).png,0.995578,0.9984464,45.830048,0.96543884,0.9998111,0.9991222,0.012717046,0.012398989,0.9979291,0.13115892
2010_002801_OnePixel_(10, 40).png,0.99954677,0.9999212,51.25412,0.9969183,0.9999644,0.9998681,0.003168945,0.00349423,0.99972165,0.07140701
2010_002801_OnePixel_(100, 50).png,0.99579704,0.9990797,42.583942,0.9740093,0.9997181,0.99915797,0.012055781,0.01189286,0.9969701,0.12959747
2010_002801_OnePixel_(300, 80).png,0.9889493,0.99778116,38.38493,0.9282129,0.99911475,0.99795467,0.020491036,0.020220667,0.9905712,0.17098154
2010_002801_OnePixel_(50, 40).png,0.99777144,0.999536,45.29529,0.9862055,0.99984396,0.9995977,0.009155419,0.009171282,0.99830365,0.113422304
2010_002830_OnePixel_(10, 40).png,0.9989444,0.99966013,51.469616,0.99462086,0.99989706,0.99951726,0.0108640585,0.009462154,0.99931073,0.11067609
2010_002830_OnePixel_(100, 50).png,0.99420154,0.9984407,43.333736,0.9681755,0.9996642,0.999021,0.013766421,0.013598485,0.9965022,0.13776411
2010_002830_OnePixel_(300, 80).png,0.9790455,0.993807,37.36568,0.88441235,0.99838907,0.9956986,0.03298002,0.031380557,0.9865089,0.20491716
2010_002830_OnePixel_(50, 40).png,0.9970256,0.99920213,44.83741,0.9775963,0.99980426,0.9991933,0.012698569,0.01226412,0.99699914,0.12802024
2010_002842_OnePixel_(10, 40).png,0.99955696,0.99990773,51.08843,0.9967553,0.9999526,0.9998945,0.00438263,0.004440755,0.9994704,0.07526875
2010_002842_OnePixel_(100, 50).png,0.9953673,0.9987743,41.3711,0.9680841,0.999561,0.9991647,0.017414903,0.016270304,0.9966955,0.14485478
2010_002842_OnePixel_(300, 80).png,0.986127,0.9959905,36.364063,0.907766,0.99887973,0.9977455,0.032060333,0.02961013,0.9877411,0.19591695
2010_002842_OnePixel_(50, 40).png,0.9968199,0.99895144,43.53882,0.98216826,0.99970824,0.99948055,0.017013399,0.015296162,0.99780893,0.13903202
2010_002965_OnePixel_(10, 40).png,0.99920785,0.99977875,53.257896,0.9941178,0.9999555,0.9998904,0.0040945727,0.004526624,0.9995112,0.07717014
2010_002965_OnePixel_(100, 50).png,0.9917669,0.99765795,42.81921,0.95095253,0.99945927,0.9984952,0.015826998,0.016055336,0.99505526,0.14480145
2010_002965_OnePixel_(50, 40).png,0.99546707,0.99858445,45.74946,0.97353506,0.9996386,0.9990562,0.0129947215,0.012725139,0.9977119,0.1292001
2010_003047_OnePixel_(10, 40).png,0.99910825,0.99975526,52.030865,0.99456835,0.9999042,0.9997715,0.0053759227,0.005801477,0.99946064,0.084586404
2010_003047_OnePixel_(100, 50).png,0.99276054,0.9976547,42.193222,0.9609097,0.9994779,0.99881107,0.019592859,0.018436342,0.99650985,0.15666136
2010_003047_OnePixel_(300, 80).png,0.9782828,0.9936775,37.624725,0.8887629,0.99835414,0.9957613,0.03354453,0.031892836,0.9854044,0.20256475
2010_003047_OnePixel_(50, 40).png,0.99644494,0.99887645,45.03683,0.9801983,0.9997252,0.9993071,0.01574057,0.014281671,0.9982279,0.13583858
2010_003050_OnePixel_(10, 40).png,0.99912965,0.99977756,51.889145,0.99405086,0.9999455,0.99988276,0.004584527,0.0050138542,0.99937093,0.0814106
2010_003050_OnePixel_(100, 50).png,0.9928044,0.9980557,42.80774,0.95844245,0.999572,0.9988362,0.015153878,0.014743849,0.9956141,0.14463425
2010_003050_OnePixel_(50, 40).png,0.99655265,0.9989692,46.006645,0.9797117,0.99978983,0.999604,0.010291821,0.010249151,0.99787086,0.119264714
2010_003101_OnePixel_(10, 40).png,0.99902624,0.99985665,49.87903,0.996181,0.9998724,0.9997386,0.009404057,0.008557091,0.9994256,0.10221023
2010_003101_OnePixel_(100, 50).png,0.9932071,0.99913216,40.713543,0.97217506,0.9994268,0.9985449,0.020283958,0.018863095,0.9960095,0.15624675
2010_003101_OnePixel_(300, 80).png,0.9840554,0.99804205,36.66806,0.9307934,0.9985343,0.9966783,0.030475054,0.028819986,0.99013174,0.19172792
2010_003101_OnePixel_(50, 40).png,0.9966695,0.999606,44.004784,0.98471093,0.9997077,0.99927163,0.01445226,0.0136136105,0.9976866,0.13125584
2010_003329_OnePixel_(10, 40).png,0.9991908,0.9997787,52.12469,0.9931638,0.9998867,0.99978936,0.006511868,0.0060975044,0.99951893,0.091359764
2010_003329_OnePixel_(100, 50).png,0.9924552,0.99772465,43.00663,0.9495969,0.9996248,0.9985882,0.01705729,0.016743394,0.99560255,0.1517405
2010_003329_OnePixel_(50, 40).png,0.99565184,0.99869144,45.19255,0.9756431,0.9997179,0.9992542,0.012953961,0.01247678,0.99719065,0.12798895
2010_003380_OnePixel_(10, 40).png,0.9990882,0.99969405,52.291786,0.99386215,0.9999282,0.99986887,0.0075540487,0.006939141,0.9997021,0.09595598
2010_003380_OnePixel_(100, 50).png,0.9915652,0.9969837,41.5813,0.94944865,0.9992621,0.9982103,0.026235221,0.02318654,0.99234766,0.17782
2010_003380_OnePixel_(50, 40).png,0.994847,0.99785775,43.78525,0.9691263,0.9995091,0.99872166,0.024715025,0.021251287,0.99517846,0.16834316
2010_003418_OnePixel_(10, 40).png,0.9991201,0.99975246,54.091488,0.994475,0.99997085,0.9999177,0.0035610234,0.004109065,0.99970984,0.074913904
2010_003418_OnePixel_(100, 50).png,0.9913866,0.99726593,43.685486,0.94553185,0.9996138,0.9985922,0.015731117,0.015860448,0.99613327,0.14476989
2010_003418_OnePixel_(50, 40).png,0.99547,0.99857044,46.16978,0.9652793,0.99972284,0.99929774,0.013172194,0.012950628,0.99685407,0.13321106
2010_003531_OnePixel_(10, 40).png,0.9992212,0.99979585,54.024208,0.99633557,0.9999572,0.99980223,0.0070534996,0.0065556434,0.9996261,0.09318639
2010_003531_OnePixel_(100, 50).png,0.99451584,0.9987577,43.65856,0.97257614,0.9996801,0.9991648,0.010682598,0.011546378,0.996738,0.1299092
2010_003531_OnePixel_(50, 40).png,0.9968969,0.9991972,46.215004,0.9858516,0.9998738,0.9996715,0.007961396,0.0082037365,0.9982241,0.11065235
2010_003539_OnePixel_(10, 40).png,0.998899,0.99957633,51.00461,0.9940715,0.9999253,0.9998727,0.010214221,0.009014181,0.9995734,0.10837621
2010_003539_OnePixel_(100, 50).png,0.99229187,0.9974383,41.448402,0.9530387,0.99947417,0.9985505,0.0226413,0.020856466,0.9946568,0.16509716
2010_003539_OnePixel_(50, 40).png,0.99651545,0.9987864,44.386566,0.9771956,0.9997902,0.9994469,0.013962394,0.013259396,0.9977545,0.1323602
2010_003554_OnePixel_(10, 40).png,0.9992255,0.99980426,52.764133,0.9954109,0.9999148,0.9997954,0.0045331446,0.004753991,0.99971783,0.080073774
2010_003554_OnePixel_(100, 50).png,0.99188554,0.9976356,42.476204,0.96001595,0.9995208,0.99891484,0.01351811,0.014036278,0.9963515,0.13800971
2010_003554_OnePixel_(50, 40).png,0.9962093,0.998925,45.49025,0.981767,0.9998433,0.9995308,0.008355696,0.00870811,0.9979697,0.11032546
2010_003582_OnePixel_(10, 40).png,0.9991394,0.99972427,52.431087,0.99454784,0.99985355,0.9998555,0.0038762596,0.0044859215,0.9996281,0.078696564
2010_003582_OnePixel_(100, 50).png,0.9944159,0.99837935,43.818207,0.96555644,0.9995033,0.99932724,0.010646745,0.011054317,0.99644595,0.12675467
2010_003582_OnePixel_(50, 40).png,0.99705666,0.99920857,46.72413,0.9822289,0.99981105,0.9995207,0.0071333535,0.0074745216,0.99819887,0.107893944
2010_003651_OnePixel_(10, 40).png,0.99925125,0.9997258,51.73328,0.9961764,0.9999355,0.9999349,0.0065276944,0.006223899,0.99951714,0.090568006
2010_003651_OnePixel_(100, 50).png,0.9948799,0.9986541,42.353626,0.9682501,0.9996533,0.99932474,0.011297611,0.01189277,0.99668765,0.13269591
2010_003651_OnePixel_(300, 80).png,0.9862151,0.996545,38.01534,0.91779685,0.9990737,0.9977514,0.018929029,0.019519335,0.99040556,0.16899736
2010_003651_OnePixel_(50, 40).png,0.99710435,0.9991207,45.666927,0.98539734,0.9998445,0.99974835,0.010546989,0.01007793,0.99856395,0.11859204
2010_003746_OnePixel_(10, 40).png,0.99915636,0.9997201,51.557594,0.99599314,0.9998794,0.9997693,0.006770804,0.0062851063,0.9995367,0.08691961
2010_003746_OnePixel_(100, 50).png,0.99278617,0.99810886,42.382313,0.9625311,0.9995583,0.9990417,0.0145960385,0.014459953,0.9959209,0.14106415
2010_003746_OnePixel_(50, 40).png,0.995873,0.9988569,44.618725,0.9773889,0.99965507,0.99929297,0.014513211,0.013656078,0.99722946,0.13440718
2010_003752_OnePixel_(10, 40).png,0.99908173,0.9997144,51.183086,0.99405414,0.9999495,0.9998562,0.005833018,0.005803776,0.9993322,0.083995976
2010_003752_OnePixel_(100, 50).png,0.99152464,0.99741787,42.2593,0.95551795,0.9995943,0.99892503,0.016059574,0.01594457,0.9962703,0.14719717
2010_003752_OnePixel_(50, 40).png,0.9957468,0.9987087,45.82993,0.9770456,0.9997555,0.9994118,0.011420541,0.011575771,0.99747163,0.12413454
2010_003755_OnePixel_(10, 40).png,0.99893737,0.99963176,50.5663,0.9951242,0.99993443,0.9998416,0.007719866,0.0072708325,0.9994567,0.09666225
2010_003755_OnePixel_(100, 50).png,0.99251336,0.9974879,41.67101,0.96059257,0.9995395,0.9990768,0.019590613,0.018613098,0.99575484,0.15441678
2010_003755_OnePixel_(50, 40).png,0.9957184,0.99844956,44.564075,0.97790873,0.99973726,0.9994048,0.015021702,0.01430696,0.9976866,0.1334541
2010_003818_OnePixel_(10, 40).png,0.9992734,0.9998056,52.368294,0.9949502,0.9999718,0.9998952,0.0044088718,0.0043330104,0.99950737,0.08235361
2010_003818_OnePixel_(100, 50).png,0.99462247,0.998543,44.264202,0.9633234,0.99977756,0.9992396,0.012321289,0.012390803,0.9958398,0.1353489
2010_003818_OnePixel_(50, 40).png,0.99655116,0.9989483,46.56851,0.97727346,0.9998712,0.9994461,0.011569066,0.011212753,0.99800676,0.126788
2010_003943_OnePixel_(10, 40).png,0.99928963,0.9997374,51.271584,0.9951069,0.99994844,0.9999539,0.0071493695,0.006424919,0.99972165,0.09156025
2010_003943_OnePixel_(100, 50).png,0.99359524,0.9982133,42.72614,0.96391934,0.99969685,0.99916184,0.015649078,0.015372111,0.9965679,0.14260161
2010_003943_OnePixel_(50, 40).png,0.9966497,0.99907875,45.426178,0.9811646,0.9998017,0.99946654,0.012628434,0.012197578,0.99838513,0.12696496
2010_003961_OnePixel_(10, 40).png,0.9990584,0.99968624,51.0616,0.9938345,0.9998889,0.99977577,0.0070963223,0.0066955793,0.9991744,0.09301588
2010_003961_OnePixel_(100, 50).png,0.99329555,0.99810624,43.0868,0.96235776,0.9996223,0.99901825,0.013470915,0.013873741,0.99563515,0.13964978
2010_003961_OnePixel_(50, 40).png,0.9956889,0.9986545,44.05666,0.9748665,0.9996603,0.99905545,0.015427007,0.014513237,0.99698555,0.13640463
2010_004010_OnePixel_(10, 40).png,0.9989032,0.99958324,52.9599,0.9921798,0.9999083,0.99974364,0.010799861,0.009546292,0.99961835,0.114542946
2010_004010_OnePixel_(100, 50).png,0.9924884,0.9975285,43.090054,0.94745195,0.99942964,0.99846613,0.020943258,0.019445604,0.995065,0.16480607
2010_004010_OnePixel_(300, 80).png,0.97902054,0.99353075,38.589024,0.862079,0.99849916,0.99573976,0.031841166,0.030364547,0.9870406,0.20563039
2010_004010_OnePixel_(50, 40).png,0.99557966,0.998475,45.32245,0.97251827,0.999683,0.9990216,0.015536712,0.014451579,0.997522,0.14022183
2010_004023_OnePixel_(10, 40).png,0.9994862,0.9998457,53.20379,0.99612945,0.99995536,0.9999226,0.0049130414,0.004774744,0.99970007,0.07962064
2010_004023_OnePixel_(100, 50).png,0.9944946,0.9983181,43.18332,0.9702134,0.9997443,0.99906635,0.013148484,0.012870015,0.99698937,0.13519095
2010_004023_OnePixel_(50, 40).png,0.9965811,0.99904317,44.796837,0.98109806,0.999836,0.9995358,0.009334576,0.009691822,0.99763817,0.114932045
2010_004062_OnePixel_(10, 40).png,0.9993481,0.9998276,53.105854,0.9957471,0.99996847,0.99987924,0.0043855277,0.004720655,0.9996397,0.07804105
2010_004062_OnePixel_(100, 50).png,0.9943944,0.9985521,43.14606,0.9675164,0.99954367,0.99891984,0.0151084345,0.014614962,0.99522674,0.14230001
2010_004062_OnePixel_(300, 80).png,0.98375845,0.99576306,38.717304,0.91633564,0.9989356,0.9974995,0.023638394,0.023150092,0.99109876,0.17647304
2010_004062_OnePixel_(50, 40).png,0.99710244,0.9992595,46.49375,0.9827699,0.9998179,0.9995759,0.011040323,0.010592271,0.9983813,0.119693846
2010_004107_OnePixel_(10, 40).png,0.9991536,0.9997308,52.293358,0.9931016,0.9999376,0.9997306,0.006804064,0.006419601,0.9994585,0.09468031
2010_004107_OnePixel_(100, 50).png,0.9922161,0.9977473,42.28112,0.9446267,0.9995501,0.9985793,0.017629553,0.01755135,0.9938497,0.15399693
2010_004107_OnePixel_(50, 40).png,0.99561584,0.9986243,44.90061,0.9700422,0.99960023,0.9987956,0.015525372,0.014641709,0.99601334,0.13822171
2010_004145_OnePixel_(10, 40).png,0.99905753,0.9996933,53.502617,0.9938466,0.99995744,0.9998237,0.0058407835,0.0058765886,0.99969447,0.09078891
2010_004145_OnePixel_(100, 50).png,0.9921309,0.99771523,42.89789,0.9493911,0.99948794,0.99829775,0.015249842,0.015362833,0.9948725,0.14440165
2010_004145_OnePixel_(50, 40).png,0.99598694,0.9988589,45.809853,0.9713357,0.99966764,0.99922115,0.011316784,0.011344561,0.99727005,0.12343243
2010_004223_OnePixel_(10, 40).png,0.998738,0.99944496,50.926243,0.9864838,0.9998818,0.9995446,0.010533428,0.009541188,0.9993943,0.11118147
2010_004223_OnePixel_(100, 50).png,0.9899844,0.99589133,41.808548,0.91079503,0.99923456,0.996964,0.028643733,0.025954615,0.9893528,0.18512517
2010_004223_OnePixel_(50, 40).png,0.9947028,0.997849,44.87318,0.950073,0.9995544,0.9983411,0.022670498,0.019993236,0.995562,0.16167642
2010_004283_OnePixel_(10, 40).png,0.9985745,0.9993106,49.186073,0.988149,0.9998855,0.99936104,0.014115764,0.012210803,0.99920577,0.12528263
2010_004283_OnePixel_(100, 50).png,0.9887141,0.99546826,40.012325,0.90465295,0.9987592,0.99587893,0.036967494,0.03233412,0.98839927,0.20401919
2010_004283_OnePixel_(50, 40).png,0.9945528,0.99760264,43.09299,0.9515069,0.99949676,0.99776876,0.026427893,0.022869833,0.99463195,0.17164811
2010_004676_OnePixel_(10, 40).png,0.9993679,0.99983066,53.415077,0.9957279,0.99996537,0.99991465,0.0040503573,0.004437418,0.9995832,0.075886786
2010_004676_OnePixel_(100, 50).png,0.99273795,0.99767876,42.324406,0.9577878,0.99949515,0.9989191,0.015664194,0.01590273,0.99594194,0.14575423
2010_004676_OnePixel_(50, 40).png,0.99649847,0.9988746,45.227608,0.98079383,0.9997753,0.9993898,0.012632381,0.011949598,0.9977779,0.12771797
2010_004681_OnePixel_(10, 40).png,0.99929994,0.9998287,53.04265,0.9956052,0.99995476,0.9998267,0.0038347105,0.0043954323,0.99963206,0.07505833
2010_004681_OnePixel_(100, 50).png,0.9926816,0.9977735,43.04197,0.96169347,0.99961936,0.99884695,0.013988293,0.014088396,0.9965313,0.14027241
2010_004681_OnePixel_(50, 40).png,0.9964955,0.9990125,45.92192,0.9814118,0.9997826,0.99957746,0.0077103423,0.008136322,0.9983289,0.11079078
2010_004757_OnePixel_(10, 40).png,0.99930215,0.9998305,52.083057,0.9964321,0.9999754,0.99984676,0.004684707,0.004568637,0.99960655,0.07623958
2010_004757_OnePixel_(100, 50).png,0.99408746,0.9984071,42.618973,0.9661079,0.9996403,0.9989932,0.014713265,0.014199509,0.99637276,0.13815716
2010_004757_OnePixel_(300, 80).png,0.9804256,0.99426144,37.6248,0.8915046,0.9989718,0.9964422,0.03082294,0.029460395,0.98811555,0.19719128
2010_004757_OnePixel_(50, 40).png,0.99794286,0.9995639,46.635937,0.9825784,0.9998555,0.99957514,0.0069087273,0.0074976203,0.99833095,0.1013651
2010_005055_OnePixel_(10, 40).png,0.999246,0.9997258,53.511395,0.99582964,0.99993783,0.9999133,0.008238042,0.007244446,0.9997412,0.099900305
2010_005055_OnePixel_(100, 50).png,0.99319136,0.9974763,41.36458,0.958534,0.99929833,0.99871707,0.027318321,0.023877002,0.9935025,0.1790213
2010_005055_OnePixel_(300, 80).png,0.9820768,0.99353313,37.550846,0.8940727,0.99819684,0.9975545,0.043124,0.037531223,0.98415893,0.22579855
2010_005055_OnePixel_(50, 40).png,0.9965228,0.99858046,45.12413,0.98026204,0.99962974,0.9997213,0.018789498,0.016356422,0.99862814,0.14962886
2010_005082_OnePixel_(10, 40).png,0.9991817,0.99975675,50.91974,0.9952828,0.99996793,0.9998006,0.005751245,0.0055265655,0.9991687,0.087335356
2010_005082_OnePixel_(100, 50).png,0.9923598,0.9975034,42.41593,0.95711315,0.9996673,0.99890226,0.015576211,0.015470025,0.9953076,0.14790975
2010_005082_OnePixel_(50, 40).png,0.9962918,0.9987733,46.161636,0.9792641,0.9998698,0.99963826,0.011984938,0.011581816,0.9986728,0.12560639
2010_005483_OnePixel_(10, 40).png,0.99898875,0.9996388,52.31627,0.99721843,0.9999741,0.9999124,0.0034208621,0.003882897,0.99991465,0.07378099
2010_005483_OnePixel_(100, 50).png,0.9936161,0.9982525,41.847847,0.9633388,0.99971336,0.9988904,0.01391065,0.014077066,0.996,0.13819245
2010_005483_OnePixel_(300, 80).png,0.9772024,0.9923036,36.400017,0.8893671,0.9986775,0.99661267,0.0329077,0.031048149,0.9866143,0.20089318
2010_005483_OnePixel_(50, 40).png,0.9961483,0.99852467,44.668,0.9814189,0.9998579,0.99969184,0.010716366,0.010339535,0.9987836,0.12092077
2010_005592_OnePixel_(10, 40).png,0.99908316,0.99972224,50.598312,0.9945876,0.99987996,0.9998249,0.0072310944,0.00670578,0.9993322,0.09141945
2010_005592_OnePixel_(100, 50).png,0.9924067,0.9977313,41.980927,0.96040416,0.9993369,0.9987784,0.01788265,0.017309526,0.9961486,0.15063494
2010_005592_OnePixel_(50, 40).png,0.9959199,0.99875665,44.607147,0.97919965,0.9996665,0.99922216,0.014241294,0.013611641,0.99768287,0.13164826
2010_005762_OnePixel_(10, 40).png,0.9996368,0.9999447,52.05076,0.99711907,0.9999775,0.99990153,0.0015723171,0.0022507466,0.99972343,0.06397442
2010_005762_OnePixel_(100, 50).png,0.9953797,0.9988189,43.074192,0.97211957,0.9997167,0.99941325,0.010884666,0.011187798,0.9969816,0.12508367
2010_005762_OnePixel_(50, 40).png,0.99703026,0.9992086,45.8331,0.98547184,0.99982417,0.99968094,0.009087719,0.009534969,0.9982785,0.11063717
2010_005932_OnePixel_(10, 40).png,0.9989437,0.9996989,50.88823,0.9949263,0.99991965,0.9998776,0.0064969035,0.0064454316,0.99946445,0.089968495
2010_005932_OnePixel_(100, 50).png,0.9933636,0.9982962,42.924953,0.9644289,0.99942297,0.9988657,0.018638292,0.017495517,0.9968019,0.15134814
2010_005932_OnePixel_(300, 80).png,0.9801485,0.9952478,38.10809,0.9033265,0.99870634,0.99682665,0.027422506,0.026845053,0.98971736,0.188788
2010_005932_OnePixel_(50, 40).png,0.9965939,0.9990479,45.89987,0.9827578,0.999684,0.9994258,0.011086392,0.011194139,0.9982726,0.12199656
2010_005973_OnePixel_(10, 40).png,0.9993059,0.9997675,53.68914,0.99563456,0.9999375,0.99988264,0.006166321,0.005778775,0.99970603,0.08939735
2010_005973_OnePixel_(100, 50).png,0.9917183,0.9974302,42.074795,0.9574221,0.9991839,0.9984869,0.018761057,0.01782861,0.9960965,0.15348604
2010_005973_OnePixel_(50, 40).png,0.996151,0.998975,46.01493,0.98057395,0.9997119,0.9995091,0.011855377,0.011520028,0.9977293,0.12491604
2010_005992_OnePixel_(10, 40).png,0.99917525,0.99975014,53.85749,0.9956478,0.9999643,0.9999638,0.0036077239,0.004450546,0.9997741,0.0754816
2010_005992_OnePixel_(100, 50).png,0.9936761,0.99850774,43.663067,0.96842563,0.99971586,0.99928755,0.014074404,0.013964414,0.9964093,0.13935591
2010_005992_OnePixel_(50, 40).png,0.9963779,0.99910134,46.54693,0.9807064,0.9998006,0.9994308,0.0108208,0.010976265,0.99861836,0.12131795
2010_006320_OnePixel_(10, 40).png,0.99915045,0.9997326,51.409515,0.99621034,0.99993384,0.9998677,0.0039962656,0.0044092257,0.9996592,0.07935348
2010_006320_OnePixel_(100, 50).png,0.9929048,0.9979953,42.5408,0.96329933,0.9995512,0.99904907,0.013866717,0.014290658,0.99590343,0.13869557
2010_006320_OnePixel_(50, 40).png,0.99602735,0.99881023,44.78889,0.98122615,0.9997991,0.9995159,0.010029856,0.010421217,0.9981367,0.11740229
2010_006568_OnePixel_(10, 40).png,0.99934196,0.9998083,52.926483,0.99537253,0.9999505,0.9998139,0.0050190473,0.005044767,0.99952096,0.08356144
2010_006568_OnePixel_(100, 50).png,0.9922335,0.9974699,42.18933,0.959924,0.99952346,0.9989026,0.014236241,0.014408786,0.9961371,0.13875008
2010_006568_OnePixel_(50, 40).png,0.9961335,0.9987175,45.044945,0.9781681,0.999768,0.99936384,0.011585805,0.011479801,0.9977237,0.122409865
2011_000066_OnePixel_(10, 40).png,0.9992689,0.9997797,54.085846,0.99645555,0.99994564,0.99990463,0.00503815,0.0051531643,0.9998735,0.08351899
2011_000066_OnePixel_(100, 50).png,0.99276435,0.9982482,42.48931,0.9665422,0.9995133,0.99911135,0.015005467,0.014967306,0.9962182,0.14047912
2011_000066_OnePixel_(50, 40).png,0.99704874,0.9993658,46.99616,0.9851732,0.99982864,0.9996419,0.0060056737,0.0072828936,0.9987486,0.102156095
2011_000145_OnePixel_(10, 40).png,0.9993546,0.9997994,52.216072,0.99471277,0.99995667,0.9998173,0.0053312765,0.0050437767,0.99860084,0.08167848
2011_000145_OnePixel_(100, 50).png,0.99360037,0.9979191,44.256317,0.9544608,0.99970657,0.9991999,0.009707383,0.010600761,0.9973147,0.12403877
2011_000145_OnePixel_(300, 80).png,0.97729754,0.9922525,38.744366,0.85544515,0.99904484,0.9960484,0.023732454,0.02409169,0.9886,0.18172924
2011_000145_OnePixel_(50, 40).png,0.99648637,0.99897164,46.27285,0.97007644,0.9998301,0.9992491,0.009186132,0.009344957,0.9971327,0.11576597
2011_000249_OnePixel_(10, 40).png,0.99939156,0.99971795,51.991974,0.99704623,0.99993837,0.99996483,0.008427938,0.0071595414,0.9998132,0.09819098
2011_000249_OnePixel_(100, 50).png,0.9959717,0.998971,43.23461,0.9750922,0.9996601,0.99941117,0.013003896,0.012256014,0.9979291,0.13383788
2011_000249_OnePixel_(300, 80).png,0.9890307,0.9973949,38.407234,0.93294287,0.99903864,0.9979606,0.021599714,0.020485908,0.99198264,0.17078464
2011_000249_OnePixel_(50, 40).png,0.9978633,0.9994732,45.79078,0.98679024,0.9998088,0.999607,0.008929153,0.008689202,0.998727,0.1135405
2011_000299_OnePixel_(10, 40).png,0.99950385,0.9998817,53.10124,0.99667346,0.9999041,0.9997863,0.0038541653,0.0039025296,0.99942154,0.072969966
2011_000299_OnePixel_(100, 50).png,0.9952884,0.9987247,44.235016,0.9728298,0.9997009,0.99923176,0.008751994,0.009348998,0.99745804,0.123654485
2011_000299_OnePixel_(50, 40).png,0.99752986,0.99939764,46.866753,0.9849964,0.9999032,0.9997347,0.0059999,0.0065889223,0.9982222,0.10332139
2011_000468_OnePixel_(10, 40).png,0.99953115,0.99989915,52.598633,0.99658483,0.99993986,0.99977815,0.004606675,0.0046785953,0.99972165,0.07922155
2011_000468_OnePixel_(100, 50).png,0.99606645,0.99910104,42.782303,0.9700766,0.9997291,0.999274,0.010048469,0.0103524765,0.99701446,0.123713
2011_000468_OnePixel_(300, 80).png,0.9879898,0.9972911,37.811134,0.9156495,0.9991626,0.997687,0.0171656,0.018240448,0.98961276,0.16360366
2011_000468_OnePixel_(50, 40).png,0.9979335,0.99953,46.205883,0.98676324,0.9999047,0.9997459,0.0068717636,0.0072900923,0.9985135,0.1058035
2011_000482_OnePixel_(10, 40).png,0.9993193,0.9997873,53.235085,0.99631613,0.9999653,0.9999168,0.004670797,0.0048468853,0.9997469,0.0786237
2011_000482_OnePixel_(100, 50).png,0.994374,0.9986245,43.103577,0.97022486,0.9997996,0.99923486,0.010716109,0.011401345,0.99716175,0.129388
2011_000482_OnePixel_(50, 40).png,0.9969945,0.99914277,46.396065,0.9832793,0.9998368,0.9995077,0.00811938,0.008511723,0.99855036,0.112447396
2011_000514_OnePixel_(10, 40).png,0.99921525,0.9997376,52.608177,0.9945983,0.99996483,0.999874,0.004909562,0.0049867197,0.99960655,0.08411363
2011_000514_OnePixel_(100, 50).png,0.99119616,0.99699116,42.37551,0.94053644,0.9995861,0.9984226,0.021203134,0.019975372,0.9950958,0.1619618
2011_000514_OnePixel_(300, 80).png,0.97539943,0.9924114,37.537758,0.8453558,0.99868923,0.9957918,0.029554587,0.02924375,0.9838368,0.19731887
2011_000514_OnePixel_(50, 40).png,0.99566984,0.9984007,45.074875,0.97016865,0.99975973,0.9993568,0.014341132,0.013592585,0.9975066,0.13462578
2011_000531_OnePixel_(10, 40).png,0.99924177,0.99973077,54.332294,0.9937982,0.9999768,0.9998151,0.005559089,0.0054603494,0.99978983,0.087537766
2011_000531_OnePixel_(100, 50).png,0.99158424,0.99694157,42.272,0.92887914,0.99926615,0.9970617,0.025802152,0.023187991,0.99232066,0.17662965
2011_000531_OnePixel_(300, 80).png,0.9751923,0.99039143,37.71945,0.82398695,0.9983633,0.9919335,0.0452356,0.04051204,0.9839754,0.23432879
2011_000531_OnePixel_(50, 40).png,0.99613446,0.9984757,45.87412,0.9682806,0.99976087,0.9986847,0.017097995,0.015488296,0.9960038,0.14526159
2011_000565_OnePixel_(10, 40).png,0.9989559,0.9995476,51.77395,0.98982465,0.9999331,0.999721,0.010015134,0.009048008,0.999556,0.1098868
2011_000565_OnePixel_(100, 50).png,0.9921338,0.99760723,43.156403,0.9347664,0.99951166,0.998227,0.020515602,0.018928107,0.99503976,0.15841481
