file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
"2011_003194_CW_(30, 0.7, 50).png",0.79637367,0.8944165,26.844187,0.3669956,0.9745235,0.91185963,0.1260089,0.12421811,0.73243654,0.38766903
"2011_003197_CW_(30, 0.01, 100).png",0.99579835,0.9977725,38.643974,0.99051726,0.99945116,0.9995707,0.00055661425,0.00074737024,0.99586666,0.12476768
"2011_003197_CW_(30, 0.01, 50).png",0.99579495,0.99777055,38.640686,0.9903812,0.9994509,0.9995698,0.0005557262,0.0007468609,0.99586105,0.12476482
"2011_003197_CW_(30, 0.03, 50).png",0.9952753,0.9975174,38.45945,0.9761401,0.9994052,0.9994673,0.00074308447,0.00095014734,0.9950573,0.12610509
"2011_003197_CW_(30, 0.06, 50).png",0.9943777,0.99707395,38.113075,0.95068634,0.9993213,0.9991945,0.0015060173,0.0018071963,0.9932109,0.13227597
"2011_003197_CW_(30, 0.1, 50).png",0.9919246,0.99586654,37.33036,0.90348274,0.99909365,0.9986012,0.0035277605,0.0041538705,0.9889942,0.14797346
"2011_003197_CW_(30, 0.2, 50).png",0.98121476,0.9905958,34.86222,0.7871664,0.9980722,0.9959201,0.01228948,0.0140708145,0.9710947,0.19196245
"2011_003197_CW_(30, 0.3, 50).png",0.9652803,0.9827283,32.495495,0.69462156,0.996399,0.99175894,0.024812393,0.027521545,0.9450875,0.23037453
"2011_003197_CW_(30, 0.4, 50).png",0.9459695,0.9730911,30.482536,0.6219442,0.9941103,0.986367,0.03973884,0.042808495,0.9140703,0.2632085
"2011_003197_CW_(30, 0.5, 50).png",0.92470425,0.96229476,28.784725,0.56315297,0.99124515,0.97992986,0.055999044,0.058843642,0.88039184,0.29200366
"2011_003197_CW_(30, 0.6, 50).png",0.90261626,0.9508427,27.335022,0.51447606,0.9878776,0.9726947,0.07262825,0.07480844,0.84607947,0.31744546
"2011_003197_CW_(30, 0.7, 50).png",0.88027716,0.9389968,26.075642,0.47315034,0.98404485,0.964799,0.08918948,0.09036962,0.81207335,0.340247
"2011_003201_CW_(30, 0.01, 100).png",0.9988677,0.99939114,47.405228,0.9971134,0.9999032,0.9998941,7.3046984e-05,9.74189e-05,0.9987912,0.08983691
"2011_003201_CW_(30, 0.01, 50).png",0.99886864,0.99939173,47.404255,0.99713653,0.99990314,0.9998942,7.0762435e-05,9.555576e-05,0.99879515,0.089821756
"2011_003201_CW_(30, 0.03, 50).png",0.99597234,0.9979687,45.215714,0.9460396,0.9997123,0.9990079,0.0014903676,0.001617666,0.99548495,0.11845176
"2011_003201_CW_(30, 0.06, 50).png",0.9889645,0.99452955,42.43612,0.864585,0.99924326,0.9968691,0.005127416,0.0055135735,0.98815703,0.15531191
